Estado de la empresa,RUT,Código CIIU principal,Descripción Código CIIU principal,Denominación Social,Nombre comercial,Dirección Estab. Principal ,Departamento Estab. Principal,Número de teléfono,Email público,Sitio web,Fec. Registro
Vigente,219471500015,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,MFPROG SAS,S/D,CRISTOBAL ECHEVARRIARZA 3269,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-25
Vigente,210166750018,27320,Fabricación de otros cables eléctricos y electrónicos,ANTONIO BARCIA E HIJO SRL,ANTONIO BARCIA E HIJO SRL,CUAREIM 1670,MONTEVIDEO,29002483,abarcia@adinet.com.uy,www.barcia.com.uy,2025-09-05
Vigente,120402970013,11030,Elaboración de bebidas malteadas y de malta,PIAGGIO BEROCAY SILVINA E INNELLA BAGNASCO JOAQUIN,S/D,33 orientales 909,PAYSANDÚ,47249459,contable@tresgroup.com.uy,S/D,2025-08-15
Vigente,215482400014,62010,Actividades de programación informática,TECNOLIV S A,URUIT,VICTOR SOLIÑO 349,MONTEVIDEO,26003157,hello@uruit.com,https://www.uruit.com/,2025-10-16
Vigente,216955270013,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",CONFIDO SOCIEDAD ANONIMA,CONFIDO SOCIEDAD ANONIMA,"LARRAÑAGA, DAMASO ANTONIO 1",S/D,099986183,info@dauberyasociados.com.uy,S/D,2026-06-10
Vigente,080021670011,52100,Depósito y almacenaje,CORFRISA CORPORACION FRIGORIFICA DEL URUGUAY S A,CORFRISA,DR.ENRIQUE POUEY 1,CANELONES,23644601,info@corfrisa.com,www.corfrisa.com,2025-06-30
Vigente,210160050014,22203,Fabricación de productos de plástico moldeado,PLAMET LTDA,PLAMET LIMITADA,S/D,S/D,S/D,plamet@plamet.com.uy,www.plamet.com.uy,2025-08-06
Vigente,215152350013,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",MADERAS CIBILS S R L,Maderas Cibils,S/D,S/D,S/D,carlacaritasuruguay@hotmail.com,S/D,2025-08-11
Vigente,219647950018,31001,Fabricación de muebles de madera,CARPINTERIA MONTEVIDEO SAS,CARPINTERIA MONTEVIDEO SAS,CAPURRO 776,S/D,094085807,contable@estudiovdc.com,S/D,2026-05-25
Vigente,080139130010,11010,"Destilación, rectificación y mezcla de bebidas alcohólicas",SAAC LTDA.,S/D,eLIAS reGULES Y RUTA 67 1,CANELONES,099692262,alejandro@saac.uy,WWW.SAAC.UY,2025-08-14
Vigente,110340690015,10509,Elaboración de helados,IRAIZOZ DE LEON CARLOS RODRIGO,Heladería África,Piovene 1032,CANELONES,099552439,estudiofmartinez@gmail.com,S/D,2025-10-22
Vigente,212524080018,10800,Elaboración de alimentos preparados para animales,INSALCOR S A,INSALCOR SA,S/D,S/D,094699466,maira.marrero@insalcor.com.uy,www.insalcor.com,2026-05-28
Vigente,219694190016,62010,Actividades de programación informática,SILVANA MORENO SAS,S/D,BUXAREO 1148,MONTEVIDEO,24070000,INFO@SEGALERBA.COM.UY,S/D,2025-09-25
Vigente,218812040010,47521,Comercio al por menor de artículos de ferretería,ROMEMACHA SAS,S/D,JOSE TORRES GARCIA 527,CANELONES,096253616,uruofertasimp@gmail.com,S/D,2025-03-07
Vigente,216429120019,38110,Recolección de desechos no peligrosos,MILTAY S.A.,BioTerra,Camino Lloveras 1,S/D,43302000,administracion@bioterra.com.uy,www.bioterra.com.uy,2026-05-08
Vigente,180305960010,10719,Elaboración de otros productos panificados realizados en fábricas,GIOVANNI SAUTO SRL,MERCATTO Y MADRE PAN,S/D,S/D,091312286,beniayborges@gmail.com,S/D,2026-05-06
Vigente,218385200019,62010,Actividades de programación informática,ZETTASOFT URUGUAY SOCIEDAD DE RESPONSABILIDAD LIMITADA,S/D,FERNANDEZ CRESPO AVDA. DANIEL 1793/1004,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-12-03
Vigente,216063030011,74101,Servicios de diseño gráfico,FUENTES PARETTI ADRIAN NICOLAS,S/D,25 DE MAYO 541,MONTEVIDEO,099909106,INFO@GEEMSA.COM.UY,S/D,2025-03-31
Vigente,213522070013,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",MESILAR S.A.,MESILAR SA,S/D,S/D,S/D,estudio@rdalva.com,S/D,2025-01-14
Vigente,070222610019,46202,"Comercio al por mayor de granos, semillas y frutas oleaginosas",SERVICIOS DEL CENTRO SOCIEDAD DE RESPONSABILIDAD LIMITADA,S/D,RUTA 5 KM 127,FLORIDA,099351874,nataliagonzalez@serviciosdelcentrosrl.com,S/D,2025-06-09
Vigente,210774960019,21000,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y de productos botánicos.",APITER S.A.,APITER LTDA,S/D,S/D,S/D,apiter@apiter.com,www.apiter.com,2025-08-21
Vigente,218665740013,15200,Fabricación de calzado,COOPERATIVA DE TRABAJO CADENA PRODUCTIVA DEL CUERO,CPC,S/D,S/D,S/D,cadenaproductivadelcuero@gmail.com,https://www.instagram.com/calzados_veloz?igsh=a3U5Z3I1d2l4Y2Nh,2025-08-18
Vigente,210118730010,20231,"Fabricación de jabones, detergentes y preparados de limpieza",H RAFULS CAMOU S A,DROGUERIA MONTEVIDEO,S/D,S/D,S/D,contacto@drogueriamontevideo.com,https://tiendaweb.drogueriamontevideo.com/,2025-02-12
Vigente,090321930016,10712,Elaboración de productos de confitería,CASTELLS VINCENT AGUSTINA,Sudeleche,calle 30 de abril 52QP+VW5,CANELONES,092331963,sudeleche.contactos@gmail.com,S/D,2025-09-01
Vigente,217258420011,25110,Fabricación de productos metálicos para uso estructural,MARTINIX SRL,URUFRAME,Cuareim 1984,S/D,29296454,sbagalciague@uruframe.com.uy,https://www.uruframe.com.uy/,2026-04-21
Vigente,210230050018,32500,Fabricación de instrumentos y suministros médicos y dentales,ELECTROPLAST S A,ELECTROPLAST S A,"GOMEZ, GRAL. SERVANDO 2440",MONTEVIDEO,26005211,cmanan@epsa.com.uy,S/D,2025-06-03
Vigente,110139900016,10719,Elaboración de otros productos panificados realizados en fábricas,TRUJILLO GUILLEN JUAN JOSE,Mr Pan,RUTA GRAL LIBER SEREGNI (EX INTERBALNEARIA) s/n,S/D,098723283,contable@estudioiya.com,S/D,2026-05-15
Vigente,214431230016,62010,Actividades de programación informática,MATEO SIMEONE ALEJANDRO,S/D,Luis Cavia 2884,MONTEVIDEO,26283405,finance.pyxis@rb.uy,S/D,2025-10-28
Vigente,020129460014,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",IMPRESORA SUR-GRAFF-TALA LTDA.,S/D,Tomas Berreta S/n,CANELONES,097315582,tramitescctala@gmail.com,S/D,2025-08-07
Vigente,020288140014,78300,Otro suministro de recursos humanos,A. Y M. SANTA LUCIA LIMITADA,A. Y M. SANTA LUCIA LIMITADA,Chile 60,CANELONES,43349638,comercial@aymsantalucia.com.uy,S/D,2025-05-19
Vigente,217248260011,22209,Fabricación de otros productos de plástico n.c.p.,JAZZIC S.A.,RBS Etiquetas,Camino Paso Escobar 0,CANELONES,095226271,rbsimpresos@gmail.com,S/D,2025-09-01
Vigente,040327020015,10501,Elaboración de productos lácteos en general,SCHAFFNER HOLZER ERICH GERARDO Y VILA CURBELO OLGA GRAZIELLA,S/D,S/D,COLONIA,099520083,estudiosol@adinet.com.uy,S/D,2025-08-15
Vigente,214000320016,27100,"Fabricación de motores eléctricos, generadores, transformadores eléctricos, distribución de la electricidad y aparato del control.",PARTILUZ S.A.,Partiluz,Avenida Luis Braille 3288,MONTEVIDEO,25113614,info@partiluz.com.uy,https://www.partiluz.com.uy/,2025-02-03
Vigente,219493820012,10719,Elaboración de otros productos panificados realizados en fábricas,GCP URUGUAY SAS,Nutrazen,Zorrilla de San Martín 3509,CANELONES,094395161,info@nutrazen.com.uy,www.nutrazen.com.uy,2025-07-25
Vigente,220185110018,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",PALBIN SAS,Palbin SAS,Avenida San Martin 2620,S/D,099472391,palbinsas@gmail.com,S/D,2026-05-27
Vigente,120098240014,10799,Elaboración de otros productos alimenticios n.c.p.,DOMINGO RAFAEL GHELFA LIMITADA,SPIN,SARANDÍ 1938,PAYSANDÚ,47239310,gb.pontevedra@gmail.com,www.pontevedra.com.uy,2025-08-20
Vigente,216267070011,20130,Fabricación de plásticos y de caucho sintético en formas primarias,GOMSIL LIMITADA,GOMSIL LIMITADA,miguelete 1427,S/D,094060570,rosariopujol61@gmail.com,S/D,2026-06-10
Vigente,219681780014,18120,Servicios relacionados con la impresión,AS INSUMOS SAS,S/D,guillermo tell 4032 bis,MONTEVIDEO,22026478,ventas@asinsumos.com,www.asinsumos.com,2025-10-16
Vigente,040251490016,8999,Explotación de otras minas y canteras n.c.p.,M.S.C. S.R.L.,M.S.C. S.R.L.,S/D,S/D,45202044,info@msc.uy,http://msc.uy/,2026-07-08
Vigente,040566890010,23950,"Fabricación de artículos de hormigón, de cemento y de yeso",EDGARDO DOMINGUEZ SAS,S/D,Federico Gilomen 917,COLONIA,45546101,edgardodomingueznh@gmail.com,S/D,2025-10-01
Vigente,110331980014,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,SOLUCIONES TECNOLOGICAS S.A.,Soluciones Tecnológicas,17 mts 1325,CANELONES,26041603,ssanchez@solucionesTecnologicas.com.uy,S/D,2025-07-24
Vigente,020121850018,10612,Elaboración de harina de trigo y otros productos derivados de la molienda de trigo,COOPERATIVA DE TRABAJADORES DE MOLINO SANTA ROSA,COOPERATIVA DE TRABAJADORES DE MOLINO SANTA ROSA,PRIMITIVO CABRERA S/N,CANELONES,43323632,nmadera@molinosantarosa.com.uy,www.molinosantarosa.com.uy,2025-08-08
Vigente,219222970018,10619,"Elaboración de otros productos de molinería de cereales, excepto del arroz y trigo",INTEGRO SAS,Convita,General Pagola 1765,MONTEVIDEO,22063270,info@convita.com.uy,www.convita.com.uy,2025-09-09
Vigente,180153480011,25921,Talleres de tornería,PALACIO ALCAIRE OSCAR DANIEL,SERVICIOS DON JUAN,18 DE JULIO SIN NUMERO,S/D,099537084,CONTADORAMAGLIONE@HOTMAIL.COM,S/D,2026-06-02
Vigente,110241890016,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",CORTES CALOCA GERMAN,Calco Industria Gráfica,5 s/n,S/D,095463777,administracion@calco.uy,Calco.uy,2026-04-27
Vigente,219814170017,62010,Actividades de programación informática,DAFANET SOLUTIONS SAS,S/D,Ramos 4340,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-15
Vigente,219693700010,62010,Actividades de programación informática,JSYS SAS,JSYS SAS,REPUBLICA ARGENTINA manzana 58,S/D,099150255,veronica@tributa.uy,S/D,2026-05-26
Vigente,217328450011,47640,Comercio al por menor de juegos y de juguetes en almacenes especializados.,FERNANDEZ HEREDIA MARIA NOELIA,Maria Noelia Fernandez Heredia,8 de octubre 3538,S/D,096501443,nfernandez244@hotmail.com,S/D,2026-04-07
Vigente,130046160017,28210,Fabricación de maquinaria agropecuaria y forestal,ALGERIS LTDA,ALGERIS LIMITADA,S/D,S/D,S/D,algeris_uy@yahoo.com,www.algeris.uy,2026-05-19
Vigente,217709920013,20210,Fabricación de pesticidas y de otros productos químicos de uso agropecuario,LOS BONO SRL,S/D,S/D,S/D,S/D,losbono@gmail.com,S/D,2025-08-14
Vigente,218270330017,10712,Elaboración de productos de confitería,CIOLI ETCHEVARREN FLORENCIA,Ríccoli,Cuaró 3151,MONTEVIDEO,099232941,florenciacioli@gmail.com,www.riccoli.uy,2025-08-19
Vigente,210066450012,17012,Fabricación de papel y cartón,INDUSTRIA PAPELERA URUGUAYA S A,INDUSTRIA PAPELERA URUGUAYA SA,ESPAÑA S/N,S/D,22922073,lucia.estrada@softys.com,www.softys.com,2026-04-15
Vigente,215546630015,38220,Tratamiento y eliminación de desechos peligrosos,CLOVANY S.A.,CLOVANY,RUTA 101 KM26500,CANELONES,094554228,clovanysa@gmail.com,CLOVANY.UY,2025-07-22
Vigente,120164900013,10749,Elaboración de pastas frescas,VALENTIN S.R.L.,VALENTÍN S.R.L.,18 DE JULIO 830,PAYSANDÚ,47224621,estudiogarrett@gmail.com,S/D,2025-07-29
Vigente,190209890012,10750,Elaboración de comidas y platos preparados,VITELIO BRUNO MARIA CECILIA,Sapere,S/D,S/D,S/D,cvitelio@hotmail.com,S/D,2025-07-25
Vigente,212374170017,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,COMPU SEGURIDAD S R L,COMPU SEGURIDAD,S/D,S/D,S/D,ventas@compuseguridad.com,www.compuseguridad.com,2025-03-14
Vigente,214643870019,20231,"Fabricación de jabones, detergentes y preparados de limpieza",TANKIN SOCIEDAD ANONIMA,FEDERAL,ARRIBEÂÑOS 3539,MONTEVIDEO,25112156,federal@federal-int.com.uy,baronrojo.uy,2025-08-12
Vigente,218256420012,10120,Elaboración de fiambres y chacinados,BORDENAVE BEASLEY  SOCIEDAD ANONIMA,Bordenave Beasley,Artigas 1696,S/D,47339461,estudio@estudiomigliaro.com.uy,https://bordenave.com.uy/,2026-06-04
Vigente,213740650011,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,INTEGRA AMERICA LIMITADA,Integra America,SAN SALVADOR 1476,MONTEVIDEO,24129595,adm@integraamerica.com,S/D,2025-09-18
Vigente,212692680019,20231,"Fabricación de jabones, detergentes y preparados de limpieza",INUR S A,S/D,101 24200,CANELONES,26830761,estudio_cr_vila@yahoo.com,INUR.COM.UY,2025-08-06
Vigente,218042010018,62010,Actividades de programación informática,TBM S.R.L.,S/D,EDUARDO VICTOR HAEDO 2244,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-12-03
Vigente,040338330010,31004,Fabricación de muebles y accesorios de metal,LONG ROSTAN JORGE ESTEBAN,S/D,Juan Costabel 668,COLONIA,099493379,karina.cceirosario@gmail.com,S/D,2025-08-15
Vigente,020595840013,62010,Actividades de programación informática,RECURSIVE STEP SAS,RECURSIVE STEP SAS,VASCO DA GAMA,S/D,099150255,veronica@tributa.uy,S/D,2026-05-25
Vigente,210599140011,20110,Fabricación de sustancias químicas básicas y biocombustibles,QUIMICA GAMMA SOCIEDAD ANONIMA,QUIMICA GAMMA SA,"RAIZ, CORONEL 2175",S/D,23209901,qgamma@quimicagamma.com.uy,www.quimicagamma.com.uy,2026-04-20
Vigente,219723530010,62010,Actividades de programación informática,JUAN ARIAS SAS,S/D,Av. Gonzalo Ramirez 1329,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-17
Vigente,219425750012,10400,Elaboración de aceites y grasas de origen vegetal y animal,JAUMEL SA,JAUMEL SA,CAMINO VECINAL S/N,S/D,45220505,raul.barolin@estudioterrasol.com,S/D,2025-11-21
Vigente,214949960015,25921,Talleres de tornería,ILAREL SOCIEDAD ANONIMA,CROMO ALUMINIO,AVENIDA MILLAN 2488,MONTEVIDEO,22090855,cromo-aluminio@adinet.com.uy,www.cromo-aluminio.com,2024-10-31
Vigente,150602610012,10750,Elaboración de comidas y platos preparados,COLL JERONIMO,Manitos,Zorrilla de San Martin 141,S/D,092855395,manitos@manitos.uy,S/D,2026-06-05
Vigente,211110880011,22203,Fabricación de productos de plástico moldeado,ELCOR S A,PLASTICOS SANCHEZ,"ORIBE, BRIG. GRAL. MANUEL 0",CANELONES,22880885,info@plasticossanchez.com,www.plasticossanchez.com.uy,2025-08-06
Vigente,219105090011,62010,Actividades de programación informática,PASTORINO VICO SANTIAGO SAS,S/D,Coronel Mora 557,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-12-03
Vigente,210000480010,10799,Elaboración de otros productos alimenticios n.c.p.,NESTLE DEL URUGUAY S A,NESTLE DEL URUGUAY S A,CAMINO DE LOS PORTUGUESES 1,S/D,26810030,Servicios.Consumidor@uy.nestle.com,www.nestle.com.uy,2026-05-25
Vigente,210676290019,24100,Industrias básicas de hierro y acero,SANDONATO S A,Metalurgica SANDONATO S.A.,TOMKINSON 1531,MONTEVIDEO,23131343,metsando@sandonato.com.uy,www.sandonato.com.uy,2025-08-20
Vigente,219069120017,38110,Recolección de desechos no peligrosos,ROCS PV SOCIEDAD POR ACCIONES SIMPLIFICADAS,PlataformaVALOR,CNO POLUX 5610,S/D,094550270,brenes.mundy@gmail.com,S/D,2026-06-04
Vigente,212456100012,20290,Fabricación de otros productos químicos n.c.p.,ARAZUL LIMITADA,Arazul,Matilde Pacheco 3961,S/D,22223910,arazul@arazul.com,S/D,2026-04-22
Vigente,190115110013,46209,Comercio al por mayor de otras materias primas agropecuarias y animales vivos,RODRIGUEZ DOS SANTOS ALDA MARIA,S/D,S/D,TACUAREMBÓ,098869120,vamoscrebiouy@gmail.com,@crebio,2025-08-15
Vigente,219336940010,62010,Actividades de programación informática,APOLK SAS,S/D,Andes 1342,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2025-09-15
Vigente,218751920016,47736,"Comercio al por menor de artesanías, fantasías y souvenirs",CORTAZZO BRYSK NADIA Y BATISTA SILVA ASDRUBALDO RAMON,Cortazzo y Batista,Llupes 5533,S/D,092035354,mmederos@epi.com.uy,S/D,2026-06-10
Vigente,110229250010,10501,Elaboración de productos lácteos en general,HONEGGER MONTERO LAURA BEATRIZ,Honegger,Avda. Batlle y Ordoñez 323,S/D,099172211,honegger.uy@gmail.com,S/D,2026-05-06
Vigente,214506360019,25110,Fabricación de productos metálicos para uso estructural,TELCAM SRL,Telcam,Camino Manuel Flores 7400,S/D,23128108,"diego.portos@telcam.com,uy",www.telcam.com.uy,2026-04-22
Vigente,214271740011,32110,Fabricación de joyas y artículos conexos,ZAFIROS S R L,ZAFIROS SRL,COSTA PILAR 238,MONTEVIDEO,23044634,edgardom.19@hotmail.com,S/D,2025-03-17
Vigente,130196280018,25991,Fabricación de productos de alambre y otros artículos para la construcción,SEMAREN SRL,SEMAREN,Camino a la feria 6327,RÍO NEGRO,099008784,Tejidos.uyfb@gmail.com,S/D,2025-08-13
Vigente,213808860016,62090,Otras actividades de tecnología de información y servicio de computadoras,QAM INGENIEROS S.R.L.,QAM Ingenieros,San Salvador 1476,MONTEVIDEO,24129595,adm@qaming.com.uy,S/D,2025-09-22
Vigente,219544080010,10799,Elaboración de otros productos alimenticios n.c.p.,BRAVEIN SAS,Brasas & Humos,Santiago Laurnaga 1154,S/D,092 499 835,brasasyhumos.uy@gmail.com,https://brasasyhumos.uy/,2026-05-28
Vigente,215389040011,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",FADOTIR S A,S/D,COLON 1335,MONTEVIDEO,29160412,abuscio@skysea.com.uy,https://skyblue.uy/,2025-07-23
Vigente,040438590014,15122,Fabricación de accesorios de cuero y de materiales similares,BARIZZONE BARIZONI SABRINA GRACIELA,Estilo Campo,AVENIDA PARAGUAY 415,S/D,098749914,s.barizzone1987@gmail.com,Estilo Campo,2026-05-20
Vigente,150824230011,11040,Elaboración de bebidas no alcohólicas,GALLINO GALLUZZO LEONARDO,S/D,asencio 257,SALTO,098634370,leogallinogall@gmail.com,S/D,2025-08-19
Vigente,170077950019,28190,Fabricación de otros tipos de maquinaria de uso general,URBAN PEREIRA PAULINO LEON,S/D,S/D,SAN JOSÉ,094452204,metalurban@hotmail.com,S/D,2025-07-29
Vigente,220260120011,28210,Fabricación de maquinaria agropecuaria y forestal,NORYTO SAS,S/D,AVENIDA ALTIVO ESTEVES 116,RIVERA,46229925,diego.noryto@gmail.com,S/D,2025-10-20
Vigente,050233180016,33140,Reparación de equipo eléctrico,TPEA SAS,TPEA,MANUEL MELENDEZ 316,S/D,098964247,tpregistros@gmail.com,S/D,2026-06-05
Vigente,020338140012,31001,Fabricación de muebles de madera,MESA RAMOS SANDRA GABRIELA,S/D,S/D,CANELONES,098487150,sandramesa23@hotmail.com,S/D,2025-08-11
Vigente,213960230011,10501,Elaboración de productos lácteos en general,RODRIGUEZ HERNANDEZ CIRO ALEJANDRO,Cerro Negro,S/D,S/D,S/D,info@tambocerronegro.com,https://www.tambocerronegro.com/,2025-08-07
Vigente,216201830018,18119,"Otras actividades de impresión, grabación y reproducción, excepto serigrafía sobre textiles",LABAREY SOCIEDAD ANONIMA,Convertec,J. J. Dessalines 1795,S/D,26181120,ventas@convertec.com.uy,http://www.convertec.com.uy/,2026-06-30
Vigente,217104030019,71103,Servicios de ingeniería,SASTRE ABREU DIEGO,SASTRE ABREU DIEGO,BONPLAND 547,S/D,29159979,finance.pyxis@RB.UY,S/D,2026-02-06
Vigente,211905250018,31001,Fabricación de muebles de madera,MYD LTDA,S/D,Juan B Morelli 4172,MONTEVIDEO,094441711,mydartesanal@gmail.com,S/D,2025-07-29
Vigente,218486410019,31001,Fabricación de muebles de madera,CERVETTO MANCIAMELI RODOLFO SEBASTIAN,Rutiá Carpintería CNC,Pantaleón Artigas 3787,MONTEVIDEO,098992554,rutia.carpinteria@gmail.com,S/D,2025-07-25
Vigente,100795720013,10720,Elaboración de azúcar,IOJES DOMINIQUE Y GERNER MARCHEWKA MAURICIO GABRIEL,S/D,tomas guiribaldi 0,MALDONADO,099919345,naturalsamadhi@gmail.com,S/D,2025-08-19
Vigente,218811890010,62010,Actividades de programación informática,ESLENDER S.A.,Nearsure,SOLIÑO VICTOR 349,S/D,29027549,NOTIFICACIONES@RB.UY,https://www.nearsure.com/,2026-05-13
Vigente,170082520019,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",IMNSUR LTDA,IMNSUR LTDA,Ruta 45 Km 86.400,S/D,43482522,imnsurhb@gmail.com,S/D,2025-12-16
Vigente,218509330016,62010,Actividades de programación informática,CACTUSLABS DEVELOP SOCIEDAD DE RESPONSABILIDAD LIMITADA,S/D,BULEVAR ARTIGAS 2042,MONTEVIDEO,24070000,info@segalerba.com.uy,S/D,2024-12-03
Vigente,219093640017,62010,Actividades de programación informática,ARTSOFT SAS,ARTSOFT SAS,GUARANI 1460,S/D,099150255,veronica@tributa.uy,S/D,2026-05-22
Vigente,210275970019,24300,Fundición de hiero y acero y de metales no ferrosos,AHINCO S.A.,AHINCO SA,ENRIQUE CHAPLIN 2402,PAYSANDÚ,092197486,INFOAHINCO@GMAIL.COM,TERMIANALESONIX.COM,2025-08-14
Vigente,50206620019,25110,Fabricación de productos metálicos para uso estructural,AP PORTELA S.R.L.,Acrílicos Portela,Ruta 5,S/D,43623474,appromo@gmail.com,S/D,2026-06-01
Vigente,213106380014,80209,Otras actividades de servicios de sistemas de seguridad,KANN KARABELNIK GABRIEL,Icalarm,Verdi 4405,MONTEVIDEO,093987422,info@icalarm.com,https://www.icalarm.com/,2025-08-22
Vigente,212200770019,21000,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y de productos botánicos.",BOTICA DEL SEÑOR S R L,BOTICA DEL SEÑOR SRL,S/D,S/D,S/D,informes@boticadelsenor.com.uy,www.boticadelsenor.com.uy,2025-08-19
Vigente,217956800014,21000,"Fabricación de productos farmacéuticos, sustancias químicas medicinales y de productos botánicos.",OLONIR S.A.,ATGEN BIO,Avda Italia 6201 Ed Los Tilos 106,S/D,26006001,lpedra@atgen.com.uy,S/D,2026-05-28
Vigente,130062320015,18111,Actividades de impresión de diarios y revistas.,ALCA S.R.L.,Imprenta 33,33 orientales 3183,RÍO NEGRO,099563650,imprenta33@hotmail.ccom,S/D,2025-08-21
Vigente,218918970011,10719,Elaboración de otros productos panificados realizados en fábricas,BUENO ALANIS CARLOS DANIEL,Alimendra,CONCILIACION 4105,MONTEVIDEO,23573378,administracion@alimendra.com,www.alimendra.com,2025-08-18
Vigente,216126510015,47739,Otro comercio al por menor de productos nuevos n.c.p. en almacenes especializados,IMAGEN 2 SRL,DALI LABORATORIO,EUSEBIO VALDENEGRO 3470,S/D,22834346,matias@chamanuruguay.com.uy,chamanuruguay.com.uy,2026-07-08
Vigente,214757640012,62010,Actividades de programación informática,DINAMICA CONSULTORES S R L,Dinámica Consultores,Juan D. Jackson 1018,MONTEVIDEO,29003700,comercial@dinamica.com.uy,www.dinamica.com.uy,2025-02-24
Vigente,218993470012,46491,"Comercio al por mayor de productos farmacéuticos, veterinarios, de tocador y cosméticos",MULTITECH S.A.,TEROVET,Camino Guerra 6938,MONTEVIDEO,098042227,info@terovet.com,https://terovet.com/,2025-08-07
Vigente,150584920019,16102,"Aserrado, cepillado y trabajo a máquina de la madera.",ESCUDERO MARTINEZ EMILIO R,NO TIENE,Luis Shaban 18,S/D,098471627,ods@egc.com.uy,S/D,2026-05-05
Vigente,211383360011,10711,"Elaboración de pan, productos panificados en forma tradicional",VEINTICINCO DE MAYO SAS,CONFITERIA 25 DE MAYO,25 DE MAYO 655,S/D,29162891,INFO@CONFITERIA25DEMAYO.COM,WWW.CONFITERIA25DEMAYO.COM,2026-05-27
Vigente,210003230015,47116,Comercio al por menor realizado por las cooperativas de consumo,COOPERATIVA DE CONSUMO COOPERATIVA BANCARIA,COOPERATIVA BANCARIA,ZABALA 1367,MONTEVIDEO,29150636,SECRETARIA@COOPBANCARIA.COM.UY,WWW.CB.UY,2025-09-22
Vigente,216321240013,45402,Reparación y mantenimiento de motocicletas,MEGAVOR S.A,Apisur,Av Luis Alberto de Herrera 1183,MONTEVIDEO,26240775,fernando@apisur.com,www.apisur.com,2025-08-21
Vigente,217011410016,10799,Elaboración de otros productos alimenticios n.c.p.,DEFUNGI S.A.S.,BETABEL,RUTA 9 RUTA 9,MALDONADO,097316881,info@betabel.com.uy,https://betabel.com.uy/,2025-08-12
Vigente,110389230018,25921,Talleres de tornería,ALBARRACIN RAMIREZ ALBERT GABRIEL,ALBARRACIN RAMIREZ ALBERT GABRIEL,ITUZAINGO 1,S/D,095765568,estudiofmartinez@gmail.com,S/D,2026-04-27
Vigente,210263680010,20110,Fabricación de sustancias químicas básicas y biocombustibles,PERRIN S A,PERRIN SA,"DE MENDOZA, DON PEDRO 7052",S/D,099693816,info@perrin.com.uy,www.perrin.com.uy,2026-06-02
Vigente,110436500012,14101,"Fabricación de prendas de vestir exteriores, excepto prendas de piel",GOMEZ MORENA ANA KARINA Y SCAGLIA GUILLEN HUMBERTO FREDDY,GOMEZ MORENA ANA KARINA Y SCAGLIA GUILLEN HUMBERTO FREDDY,Jose Gervasio Artigas 2184,FLORIDA,22926481,estudiofmartinez@gmail.com,S/D,2025-08-27
Vigente,218933850013,62020,Actividades de consultoría informática y actividades de administración de medios informáticos,PYXISCX SAS,PYXISCX SAS,ESPAñA BLVR. 2323,S/D,27080808,administracion@pyxis.com.uy,https://pyxis.tech/contacto/,2026-05-26
Vigente,217785220019,10741,Elaboración de pastas secas,DESALTA SRL,S/D,Cnel Raiz 1365,MONTEVIDEO,094616285,valsechifederico@gmail.com,S/D,2025-07-22
Vigente,150781970019,32200,Fabricación de instrumentos musicales,MONTOSSI RODRIGUEZ ALEJANDRO JAVIER,Rekithara,El sueño Sylgus,MALDONADO,095102463,rekithara@gmail.com,rekithara.uy,2025-04-22
Vigente,090062560013,47721,"Comercio al por menor de productos farmacéuticos, de droguería y homeopatía",REZK BITAR NAJUL PABLO,NATURA TRIX,S/D,S/D,S/D,marjot33@gmail.com,S/D,2025-02-04
Vigente,210606060014,22203,Fabricación de productos de plástico moldeado,ALMAPLAST LTDA,ALMAPLAST,Alejandro Fiol de Pereda 1125,S/D,22032623,info@almaplast.net,almaplast.net,2026-05-26
Vigente,214827840015,63110,"Procesamiento de datos, hospedaje y actividades conexas",REY Y GUARNIERI LIMITADA,MACROSOFT,Quiebrayugos 4589,MONTEVIDEO,23063450,info@macrosoft.com.uy,www.macrosoft.com.uy,2025-01-16
Vigente,218969480011,31001,Fabricación de muebles de madera,ZONA M PROYECTOS SAS,ZONA M PROYECTOS,Víctor Arreguine 3728,S/D,25086977,info@dauberyasociados.com.uy,https://zonam.com.uy/,2026-06-09
